Date,Campaign name,Adset name (optional),Spends,Impressions,clicks,Check
2023-12-03,,Interest & KW - NL,0.00,6,0,
2023-12-04,,Interest & KW - NL,0.00,7,0,
2023-12-05,,Interest & KW - NL,0.00,6,0,
2023-12-06,,Interest & KW - NL,0.00,10,0,
2023-12-07,,Interest & KW - NL,0.00,8,0,
2023-12-08,,Interest & KW - NL,0.00,7,0,
2023-12-09,,Interest & KW - NL,0.00,4,0,
2023-12-10,,Interest & KW - NL,0.00,4,0,
2023-12-11,,Interest & KW - NL,0.00,6,0,
2023-12-12,,Interest & KW - NL,0.00,9,0,
2023-12-13,,Interest & KW - NL,0.00,4,0,
2023-12-14,,Interest & KW - NL,0.00,5,0,
2023-12-15,,Interest & KW - NL,0.00,9,0,
2023-12-16,,Interest & KW - NL,0.00,3,0,
2023-12-17,,Interest & KW - NL,0.00,11,0,
2023-12-18,,Interest & KW - NL,0.00,3,0,
2023-12-19,,Interest & KW - NL,0.00,3,0,
2023-12-20,,Interest & KW - NL,0.00,7,0,
2023-12-21,,Interest & KW - NL,0.00,13,0,
2023-12-22,,Interest & KW - NL,0.00,5,0,
2023-12-23,,Interest & KW - NL,0.00,8,0,
2023-12-24,,Interest & KW - NL,0.00,29,0,
2023-12-25,,Interest & KW - NL,0.00,29,0,
2023-12-26,,Interest & KW - NL,0.00,12,0,
2023-12-27,,Interest & KW - NL,0.00,13,0,
2023-12-28,,Interest & KW - NL,0.00,11,0,
2023-12-29,,Interest & KW - NL,0.00,7,0,
2023-12-30,,Interest & KW - NL,0.00,13,1,
2023-12-31,,Interest & KW - NL,0.00,9,0,
2024-01-01,,Interest & KW - NL,0.00,5,0,
2024-01-02,,Interest & KW - NL,0.00,4,0,
2024-01-03,,Interest & KW - NL,0.00,10,0,
2024-01-04,,Interest & KW - NL,0.00,4,0,
2024-01-05,,Interest & KW - NL,0.00,5,0,
2024-01-06,,Interest & KW - NL,0.00,6,0,
2024-01-07,,Interest & KW - NL,0.00,19,0,
2024-01-08,,Interest & KW - NL,0.00,13,0,
2024-01-09,,Interest & KW - NL,0.00,13,0,
2024-01-10,,Interest & KW - NL,0.00,12,0,
2024-01-11,,Interest & KW - NL,0.00,5,0,
2024-01-12,,Interest & KW - NL,0.00,6,1,
2024-01-13,,Interest & KW - NL,0.00,8,0,
2024-01-14,,Interest & KW - NL,0.00,5,0,
2024-01-15,,Interest & KW - NL,0.00,5,0,
2024-01-16,,Interest & KW - NL,0.00,6,0,
2024-01-17,,Interest & KW - NL,0.00,9,0,
2024-01-18,,Interest & KW - NL,0.00,16,0,
2024-01-19,,Interest & KW - NL,0.00,6,0,
2024-01-20,,Interest & KW - NL,0.00,5,0,
2024-01-21,,Interest & KW - NL,0.00,6,0,
2024-01-22,,Interest & KW - NL,0.00,11,0,
2024-01-23,,Interest & KW - NL,0.00,5,0,
2024-01-24,,Interest & KW - NL,0.00,17,1,
2024-01-25,,Interest & KW - NL,0.00,25,0,
2024-01-26,,Interest & KW - NL,0.00,15,0,
2024-01-27,,Interest & KW - NL,0.00,15,0,
2024-01-28,,Interest & KW - NL,0.00,15,3,
2024-01-29,,Interest & KW - NL,0.00,14,0,
2024-01-30,,Interest & KW - NL,0.00,8,0,
2024-01-31,,Interest & KW - NL,0.00,4,0,
2024-02-01,,Interest & KW - NL,0.00,4,0,
2024-02-02,,Interest & KW - NL,0.00,15,0,
2024-02-03,,Interest & KW - NL,0.00,21,0,
2024-02-04,,Interest & KW - NL,0.00,11,0,
2024-02-05,,Interest & KW - NL,0.00,8,0,
2024-02-06,,Interest & KW - NL,0.00,10,0,
2024-02-07,,Interest & KW - NL,0.00,11,0,
2024-02-08,,Interest & KW - NL,0.00,4,0,
2024-02-09,,Interest & KW - NL,0.00,6,0,
2024-02-11,,Interest & KW - NL,0.00,5,0,
2024-02-12,,Interest & KW - NL,0.00,8,0,
2024-02-13,,Interest & KW - NL,0.00,1,0,
2024-02-14,,Interest & KW - NL,0.00,1,0,
2024-02-15,,Interest & KW - NL,0.00,2,0,
2024-02-16,,Interest & KW - NL,0.00,1,0,
2024-02-17,,Interest & KW - NL,0.00,2,0,
2024-02-19,,Interest & KW - NL,0.00,8,0,
2024-02-20,,Interest & KW - NL,0.00,2,0,
2024-02-21,,Interest & KW - NL,0.00,1,0,
2024-02-22,,Interest & KW - NL,0.00,3,0,
2024-02-23,,Interest & KW - NL,0.00,12,0,
2024-02-24,,Interest & KW - NL,0.00,10,0,
2024-02-25,,Interest & KW - NL,0.00,6,0,
2024-02-26,,Interest & KW - NL,0.00,7,0,
2024-02-27,,Interest & KW - NL,0.00,3,0,
2024-02-28,,Interest & KW - NL,0.00,2,0,
2024-02-29,,Interest & KW - NL,0.00,13,0,
2024-03-01,,Interest & KW - NL,0.00,4,0,
2024-03-02,,Interest & KW - NL,0.00,1,0,
2024-03-04,,Interest & KW - NL,0.00,2,0,
2024-03-05,,Interest & KW - NL,0.00,5,0,
2024-03-06,,Interest & KW - NL,0.00,4,0,
2024-03-07,,Interest & KW - NL,0.00,1,0,
2024-03-08,,Interest & KW - NL,0.00,6,0,
2024-03-09,,Interest & KW - NL,0.00,1,0,
2024-03-10,,Interest & KW - NL,0.00,2,0,
2024-03-11,,Interest & KW - NL,0.00,4,0,
2024-03-12,,Interest & KW - NL,0.00,3,0,
