Date,Campaign name,adset name (optional),Spends,Impressions,clicks,Check
2023-12-16,decathlon_BE_FR_EOY_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_EOY_awa_prog_dv360__cpv_trueview_videoviews_Family/Sport_15s__Rollers,201.59,33172,20,
2023-12-17,decathlon_BE_FR_EOY_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_EOY_awa_prog_dv360__cpv_trueview_videoviews_Family/Sport_15s__General,89.02,26005,13,
2023-12-17,decathlon_BE_FR_EOY_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_EOY_awa_prog_dv360__cpv_trueview_videoviews_Family/Sport_15s__Hoop,114.39,30765,12,
2023-12-17,decathlon_BE_FR_EOY_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_EOY_awa_prog_dv360__cpv_trueview_videoviews_Family/Sport_15s__Rollers,198.31,32240,16,
2024-03-18,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,38.04,10248,8,
2024-03-18,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,38.03,9146,2,
2024-03-18,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,38.04,10190,5,
2024-03-19,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,58.35,20876,8,
2024-03-19,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,42.52,13018,7,
2024-03-19,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,36.01,12315,3,
2024-03-20,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,68.47,24137,8,
2024-03-20,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,34.05,11440,3,
2024-03-20,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,32.92,11368,2,
2024-03-21,decathlon_BE_FR_LD-920_awa_prog_dv360_cpm_bumper_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_retarget_cpm_bumper_videoviews_Bikers_6s_v1_Technical,5.47,2093,0,
2024-03-21,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,78.99,26840,10,
2024-03-21,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,28.13,8842,4,
2024-03-21,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,26.86,9600,3,
2024-03-22,decathlon_BE_FR_LD-920_awa_prog_dv360_cpm_bumper_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_retarget_cpm_bumper_videoviews_Bikers_6s_v1_Technical,31.59,11973,4,
2024-03-22,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,89.26,30808,19,
2024-03-22,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,21.92,6545,2,
2024-03-22,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,21.10,7394,1,
2024-03-23,decathlon_BE_FR_LD-920_awa_prog_dv360_cpm_bumper_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_retarget_cpm_bumper_videoviews_Bikers_6s_v1_Technical,24.78,11036,3,
2024-03-23,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,96.99,34246,16,
2024-03-23,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,17.21,5375,0,
2024-03-23,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,16.59,5728,3,
2024-03-24,decathlon_BE_FR_LD-920_awa_prog_dv360_cpm_bumper_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_retarget_cpm_bumper_videoviews_Bikers_6s_v1_Technical,26.30,12434,2,
2024-03-24,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,102.90,36132,18,
2024-03-24,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,13.23,4407,3,
2024-03-24,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,13.06,4495,2,
2024-03-25,decathlon_BE_FR_LD-920_awa_prog_dv360_cpm_bumper_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_retarget_cpm_bumper_videoviews_Bikers_6s_v1_Technical,40.23,13575,3,
2024-03-25,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,106.20,35977,23,
2024-03-25,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,10.77,3145,4,
2024-03-25,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,10.29,3820,1,
2024-03-26,decathlon_BE_FR_LD-920_awa_prog_dv360_cpm_bumper_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_retarget_cpm_bumper_videoviews_Bikers_6s_v1_Technical,105.07,24180,9,
2024-03-26,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,96.57,32608,17,
2024-03-26,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,8.55,2440,0,
